"","ID code","PDINY01","PDINY02","PDINY03","PDINY04","PDINY05","PDINY06","PDINY07","PDINY08","PDINY09","PDINY10","PDINY11","PDINY12","PDINY13","PDINY14","PDINY15","PDINY16","PDINY17","PDINY18","PDINY19","PDINY20","PDINY21","PDIDI01","PDIDI02","PDIDI03","PDIDI04","PDIDI05","PDIDI06","PDIDI07","PDIDI08","PDIDI09","PDIDI10","PDIDI11","PDIDI12","PDIDI13","PDIDI14","PDIDI15","PDIDI16","PDIDI17","PDIDI18","PDIDI19","PDIDI20","PDIDI21","PDIPR01","PDIPR02","PDIPR03","PDIPR04","PDIPR05","PDIPR06","PDIPR07","PDIPR08","PDIPR09","PDIPR10","PDIPR11","PDIPR12","PDIPR13","PDIPR14","PDIPR15","PDIPR16","PDIPR17","PDIPR18","PDIPR19","PDIPR20","PDIPR21","PDICO01","PDICO02","PDICO03","PDICO04","PDICO05","PDICO06","PDICO07","PDICO08","PDICO09","PDICO10","PDICO11","PDICO12","PDICO13","PDICO14","PDICO15","PDICO16","PDICO17","PDICO18","PDICO19","PDICO20","PDICO21"
"1","qanXRxtJ","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0","1","0","1","0","0","1","0","0","2","0","0","1","1","0","0","0","1","0","0","3","0","3","0","4","0","0","3","0","0","1","0","0","3","3","0","0","0","3","0","0","2","0","1","0","1","0","0","1","0","0","3","0","0","4","4","0","0","0","3","0","0","3","0","2","0","3","0","0","1"
"2","439255","1","0","1","1","0","1","1","0","1","1","1","1","0","1","1","0","1","0","1","1","0","5","1","4","1","0","3","1","0","1","1","1","1","0","2","1","0","5","0","1","1","0","3","3","4","5","0","3","3","0","5","4","1","5","0","2","1","0","5","0","2","2","0","3","3","4","3","0","3","5","0","5","5","5","5","0","2","3","0","5","0","3","3","0"
"3","rZdt8NSK","0","1","1","0","0","1","1","1","0","1","0","1","0","1","0","1","1","0","0","0","0","0","1","2","0","0","1","1","3","0","4","0","1","0","2","0","2","3","0","0","0","0","0","1","3","0","0","2","2","3","0","3","0","3","0","2","0","3","4","0","0","0","0","0","2","3","0","0","3","3","3","0","3","0","4","0","3","0","4","2","0","0","0","0"
"4","IXePNvsw","1","0","0","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","0","0","1","2","0","0","1","1","1","1","1","1","3","0","1","1","0","0","0","0","3","0","0","1","2","0","0","1","1","3","3","1","2","2","0","2","2","0","0","0","0","3","0","0","1","2","0","0","1","1","3","3","2","3","3","0","2","1","0","0","0","0","3","0","0","1"
"5","1848","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","3","0","1","0","0","0"
"6","9ayUfxIB","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","3","0","0","0","0","0"
"7","YRJTUn9W","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"8","GvgsXRpU","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","4","0","0","1","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","3","0","0","2","0","2","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","2","0","0","3","0","3","4","0","0"
"9","Wlo31JX2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","3","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","3","3","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","3","4","0","0","0","0","0"
"10","JQ93snll","1","1","1","0","0","1","1","1","0","1","0","0","1","0","0","1","0","1","0","0","0","4","1","3","0","0","3","4","2","0","2","0","0","3","0","0","4","0","4","0","0","0","4","1","2","0","0","2","3","2","0","2","0","0","2","0","0","4","0","3","0","0","0","1","1","1","0","0","1","2","2","0","2","0","0","1","0","0","4","0","3","0","0","0"
"11","ojZnmqDS","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","3","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","4","4","0","0","0","3","0","0","0","0","0"
"12","vXpx539G","1","0","1","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","3","0","1","0","0","1","1","0","1","0","0","0","0","2","0","0","0","4","2","0","0","2","0","4","0","0","5","5","0","2","0","0","0","0","3","0","0","0","3","2","0","0","3","0","4","0","0","5","5","0","5","0","0","0","0","2","0","0","0","3","2","0","0"
"13","hkcAgAAe","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","4","0","0","1","0","0","0","0","0","0","0","0"
"14","JWUDuIbt","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","6s6muJ2w","1","1","1","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","3","3","4","3","0","3","0","0","4","5","0","0","0","0","0","0","0","0","0","0","5","3","3","3","3","0","2","0","0","3","4","0","0","0","0","0","0","0","0","0","0","4","3","3","3","3","0","3","0","0","3","5","0","0","0","0","0","0","0","0","0","0","4"
"16","DALo0uWS","1","0","1","1","0","1","1","1","1","0","1","0","0","1","1","0","1","1","1","0","0","3","0","1","2","0","2","2","1","1","0","1","0","0","5","1","0","5","1","2","0","0","3","0","2","2","0","5","5","3","4","0","3","0","0","3","4","0","4","2","2","0","0","4","0","3","2","0","4","4","3","4","0","3","0","0","2","4","0","2","3","3","0","0"
"17","vUGcjX1Q","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","FQzu6UDj","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","3","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","1","0","0","2","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2","0","0","3","0","4","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1"
"19","DLXggS0U","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0"
"20","G2abVWmU","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","2cdi94QE","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","1","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","3","0","0","0","2","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","2","4","0","0","0","3","0"
"22","4j2ND9aZ","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
"23","H4mniSBh","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","4","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","2","4","0","0","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1","3","0","0","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1"
"24","ASkJGhgj","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","3","0","0","0"
"25","JBPu95EI","1","1","1","1","1","0","1","0","1","0","0","1","0","1","0","1","1","1","0","1","0","1","1","5","4","3","0","1","0","1","0","0","3","0","5","0","1","1","3","0","1","0","3","1","5","4","3","0","5","0","3","0","0","3","0","1","0","1","1","2","0","1","0","1","1","5","4","3","0","5","0","5","0","0","5","0","5","0","5","5","5","0","3","0"
"26","HNy7CXYF","1","0","1","1","1","1","1","0","1","0","0","1","1","1","1","0","0","1","0","0","1","3","0","5","4","3","3","1","0","3","0","0","4","4","5","4","0","0","4","0","0","4","4","0","4","4","4","3","2","0","3","0","0","3","4","5","4","0","0","4","0","0","3","4","0","5","2","3","2","3","0","3","0","0","2","2","4","4","0","0","3","0","0","1"
"27","5RXKeAm9","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","1","0","1","1","1","1","0","0","1","0","0","2","1","0","0","0","0","0","0","1","0","4","0","5","2","2","1","0","0","2","0","0","2","3","0","0","0","0","0","0","4","0","3","0","1","2","2","1","0","0","5","0","0","3","3","0","0","0","0","0","0","5","0","4","0","3","2","4","4"
"28","IGGYeY8s","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","3","0","0","0","0","3","3","0","0","0","0","0","0","1","0","0","5","0","4","0","0","1","0","0","0","0","4","5","0","0","0","0","0","0","2","0","0","3","0","1","0","0","2","0","0","0","0","3","4","0","0","0","0","0","0","2","0","0","3","0","1","0","0"
"29","4kNWB386","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","4","1","0","0","4","0","0","0","0","1","3","0","0","0","2","0","0","0","0","0","0","2","4","0","0","3","0","0","0","0","3","3","0","0","0","4","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","3","1","0","0","0","5","0"
"30","0MTMzX16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0"
"31","bwcFEbCz","1","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","3","0","2","4","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","3","0","1","2","0","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","3","0","4","4","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0"
"32","mQzvaKcW","1","0","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","0","1","1","0","2","0","2","2","2","3","2","1","1","0","0","1","0","4","2","1","3","0","2","2","0","2","0","2","2","3","3","3","4","4","0","0","3","0","4","2","3","2","0","1","3","0","4","0","4","1","1","2","5","4","5","0","0","5","0","4","5","4","3","0","1","3","0"
"33","J4hZEtuS","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","fsjjWhfv","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","BkBnqCmb","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","3","0","0","1","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","2","0","0","2","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","3","0","3","0","0","3","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"36","gLL5F8AQ","1","0","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","2","0","0","2","0","0","1","0","3","0","0","0","0","2","0","4","0","0","0","0","0","2","0","0","2","0","0","2","0","2","0","0","0","0","3","0","3","0","0","0","0","0","1","0","0","1","0","0","2","0","1","0","0","0","0","4","0","3","0","0","0","0","0"
"37","9b3Cqc4v","0","0","1","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","1","2","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","2","0","0","2","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","3","0","0","3","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0"
"38","mCQLnk64","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","2","0","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","1","1","0","0","3","0","0","2","0","0","0","0","0","0","0","0","3","0","0","0","0","1","1","0","0","3","0","0"
"39","2Q1WBVMF","1","0","1","1","1","1","0","1","0","0","1","0","0","1","1","0","1","0","0","0","0","3","0","3","3","3","3","0","4","0","0","3","0","0","3","3","0","4","0","0","0","0","3","0","4","2","2","3","0","2","0","0","3","0","0","4","3","0","3","0","0","0","0","3","0","4","2","2","3","0","2","0","0","1","0","0","4","3","0","4","0","0","0","0"
"40","5B5bTAPf","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"41","uaseFYFT","1","0","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","4","1","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","2","0","4","2","0","3","5","0","1","0","0","0","0","0","0","0","0","0","0","1","0","3","0","4","1","0","3","5","0","1","0","0","0","0","0","0","0","0","0","0","2","0"
"42","LlvQ8kaY","1","0","1","1","1","1","1","0","1","0","0","1","1","0","1","0","1","0","1","0","0","4","0","2","4","3","3","3","0","2","0","0","2","4","0","5","0","2","0","5","0","0","3","0","2","5","3","2","2","0","2","0","0","3","2","0","5","0","2","0","4","0","0","3","0","2","3","2","2","2","0","2","0","0","4","2","0","5","0","2","0","3","0","0"
"43","VrTJgiSK","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"44","rU4hoznF","1","1","0","1","1","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","4","3","0","3","3","0","0","0","0","0","0","0","0","4","3","2","3","0","0","0","0","4","4","0","3","2","0","0","0","0","0","0","0","0","4","3","2","3","0","0","0","0","4","2","0","3","1","0","0","0","0","0","0","0","0","4","3","2","3","0","0","0","0"
"45","Xavq8uFS","1","0","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","1","1","0","5","0","5","0","0","0","1","0","3","3","0","0","5","0","0","0","0","0","4","5","0","4","0","2","0","0","0","2","0","3","3","0","0","4","0","0","0","0","0","3","5","0","3","0","3","0","0","0","4","0","3","3","0","0","1","0","0","0","0","0","5","5","0"
"46","iApd3vzR","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","5qasUS8x","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","2","3","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","2","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","2","2","0","0","0","0","3","0","0","0","0","0","0"
"48","oROV4J8s","1","0","1","1","1","0","1","1","0","1","0","1","0","0","1","1","1","1","1","1","1","4","0","4","4","3","0","4","4","0","5","0","4","0","0","4","5","4","5","5","4","5","4","0","3","4","3","0","1","1","0","1","0","3","0","0","4","4","2","3","3","1","1","3","0","5","1","2","0","5","4","0","5","0","4","0","0","5","2","4","5","5","4","1"
"49","v27cxlsC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","lMwyXpW2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","3","2","0","0","0","0","0"
"51","QYhr9hx9","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"52","6eQSY0fA","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"53","foyLZlDY","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1","0","4","0","0","4","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","4","0","4","0","0","5","5","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"54","WROnmAM1","1","0","1","0","0","1","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","2","0","4","0","0","3","2","0","0","4","0","0","0","0","4","3","0","5","0","0","0","1","0","3","0","0","4","4","0","0","3","0","0","0","0","4","2","0","4","0","0","0","3","0","3","0","0","3","3","0","0","4","0","0","0","0","4","3","0","3","0","0","0"
"55","Iv0uEK1D","0","0","1","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","2","0","0","2","4","3","2","0","3","2","3","1","2","5","1","2","1","1","2","0","0","2","0","0","3","5","4","2","0","3","3","2","2","1","3","3","3","2","1","3","0","0","5","0","0","1","4","1","1","0","1","1","2","1","1","1","1","3","4","4","1"
"56","8302052710","1","0","0","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","1","1","1","4","0","0","4","4","1","1","1","1","5","1","3","0","4","4","0","2","0","5","4","4","4","0","0","2","2","4","4","1","3","4","2","2","0","4","3","0","2","0","4","4","3","4","0","0","1","1","3","2","1","4","5","1","3","0","4","3","0","1","0","4","3","1"
"57","Mmkm2Dd2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","0","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","5","0","4","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","5","0","4","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"58","N0q9zwaS","1","0","1","0","1","1","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","4","0","4","0","4","1","0","0","1","1","0","0","0","0","2","0","1","0","0","0","0","4","0","4","0","2","2","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","4","0","4","0","3","3","0","0","1","5","0","0","0","0","3","0","1","0","0","0","0"
"59","vThXtAaT","1","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","3","0","4","0","0","0","4","0","0","0","0","0","0","4","1","0","5","0","0","0","0","1","0","3","0","0","0","3","0","0","0","0","0","0","4","4","0","2","0","0","0","0","3","0","3","0","0","0","2","0","0","0","0","0","0","2","3","0","5","0","0","0","0"
"60","blPkVRK5","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0"
"61","364inpVo","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","3","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0","4","3","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","3","0","0","4","4","0","0","0","0","2","0","0","0","0","0","0","0","0","1"
"62","KAQ4LLmF","1","0","1","0","1","1","1","0","0","0","0","0","0","1","1","0","1","1","1","0","0","4","0","2","0","2","4","4","0","0","0","0","0","0","4","4","0","4","4","5","0","0","3","0","4","0","3","4","4","0","0","0","0","0","0","2","4","0","3","4","4","0","0","3","0","3","0","2","3","2","0","0","0","0","0","0","4","3","0","3","4","2","0","0"
"63","rWwkgBSP","1","0","1","0","0","0","1","0","1","1","0","0","0","1","0","0","1","0","0","1","0","2","0","4","0","0","0","2","0","1","3","0","0","0","3","0","0","2","0","0","3","0","3","0","4","0","0","0","2","0","2","2","0","0","0","4","0","0","4","0","0","2","0","3","0","3","0","0","0","2","0","3","3","0","0","0","4","0","0","4","0","0","2","0"
"64","KWZqLoyR","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","1","2","3","4","3","2","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","2","1","1","3","2","2","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","2","3","2","2","3","3","0"
"65","6FUkhN3F","1","0","1","0","0","1","1","0","1","1","0","1","0","1","1","0","1","0","0","1","0","3","0","1","0","0","3","1","0","1","4","0","1","0","4","3","0","1","0","0","2","0","3","0","2","0","0","1","3","0","1","3","0","1","0","4","2","0","2","0","0","1","0","2","0","3","0","0","1","3","0","1","3","0","2","0","2","1","0","3","0","0","1","0"
"66","ChIdDTlu","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0"
"67","9mhSW0D7","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0"
"68","BBo4qNcS","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","0","2","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","1","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","4","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"69","VmdNqlKe","0","0","1","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","2","0","0","0","2","0","3","0","0","0","0","1","2","0","3","0","0","0","0","0","0","1","0","0","0","1","0","2","0","0","0","0","1","4","0","2","0","0","0","0","0","0","2","0","0","0","1","0","3","0","0","0","0","5","4","0","3","0","0","0","0"
"70","rptUhDXG","1","0","1","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","3","0","4","0","0","3","3","0","0","0","0","0","0","4","3","5","0","0","0","0","0","3","0","5","0","0","5","5","0","0","0","0","0","0","3","4","3","0","0","0","0","0","1","0","4","0","0","1","1","0","0","0","0","0","0","1","3","3","0","0","0","0","0"
"71","74IjjgVd","1","0","0","0","0","1","1","0","1","1","1","0","0","1","0","0","0","1","0","1","0","3","0","0","0","0","2","4","0","1","3","2","0","0","2","0","0","0","4","0","3","0","3","0","0","0","0","3","4","0","3","4","3","0","0","3","0","0","0","4","0","5","0","4","0","0","0","0","4","5","0","4","4","1","0","0","3","0","0","0","3","0","5","0"
"72","1nqoqPt0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0","1","1","1","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","1","1","0","2","2","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2","2","0","3","2","1","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","3","2","0","1","2","1","0","0"
"73","EImxl59x","0","0","1","1","1","1","1","1","1","0","1","0","1","0","0","0","1","1","0","0","0","0","0","3","2","3","1","1","1","1","0","1","0","3","0","0","0","2","1","0","0","0","0","0","4","2","3","4","3","4","2","0","2","0","3","0","0","0","3","2","0","0","0","0","0","3","1","3","2","3","4","1","0","1","0","3","0","0","0","2","2","0","0","0"
"74","93AGYrZV","1","0","1","1","1","1","1","1","1","1","0","1","0","1","0","0","1","1","1","0","0","3","0","3","5","3","5","5","1","1","3","0","1","0","5","0","0","1","5","5","0","0","4","0","3","2","3","5","5","5","2","3","0","1","0","4","0","0","3","4","5","0","0","3","0","5","5","4","1","2","5","2","4","0","4","0","1","0","0","4","5","1","0","0"
