"","ID code","PDINY01","PDINY02","PDINY03","PDINY04","PDINY05","PDINY06","PDINY07","PDINY08","PDINY09","PDINY10","PDINY11","PDINY12","PDINY13","PDINY14","PDINY15","PDINY16","PDINY17","PDINY18","PDINY19","PDINY20","PDINY21","PDIDI01","PDIDI02","PDIDI03","PDIDI04","PDIDI05","PDIDI06","PDIDI07","PDIDI08","PDIDI09","PDIDI10","PDIDI11","PDIDI12","PDIDI13","PDIDI14","PDIDI15","PDIDI16","PDIDI17","PDIDI18","PDIDI19","PDIDI20","PDIDI21","PDIPR01","PDIPR02","PDIPR03","PDIPR04","PDIPR05","PDIPR06","PDIPR07","PDIPR08","PDIPR09","PDIPR10","PDIPR11","PDIPR12","PDIPR13","PDIPR14","PDIPR15","PDIPR16","PDIPR17","PDIPR18","PDIPR19","PDIPR20","PDIPR21","PDICO01","PDICO02","PDICO03","PDICO04","PDICO05","PDICO06","PDICO07","PDICO08","PDICO09","PDICO10","PDICO11","PDICO12","PDICO13","PDICO14","PDICO15","PDICO16","PDICO17","PDICO18","PDICO19","PDICO20","PDICO21"
"202","1VfAtIQr","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","4","0","0","0","0","2","0","0","3","0","0","1","0","0","0","0","0","4","5","0","0","2","0","0","0","0","1","0","0","3","0","0","3","0","0","0","0","0","3","1","0","0","3","0","0","0","0","4","0","0","4","0","0","5","0","0","0","0","0","1","4","0","0"
"203","cWxWNrl2","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","1","0","0","0","0","5","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","1","0","0","0","0","5","5","0","0","0","0","0","4","0","0","0","0","0","0","0","0"
"204","7JJhhyPv","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
"205","2UC1IjMJ","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","3","0","0","0","3","0","0","0","0","0","0","0"
"206","10axNmqb","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","hYRvvH86","1","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","1","0","1","0","3","0","0","0","0","0","0","0","0","1","0","1","1","0","0","2","0","1","0","1","0","2","0","0","0","0","0","0","0","0","3","0","1","3","0","0","3","0","2","0","1","0","5","0","0","0","0","0","0","0","0","4","0","5","5","0","0","3","0","3","0"
"208","7vxmbMP3","1","0","1","0","0","1","0","0","1","0","0","1","0","1","0","1","0","1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","2","0","1","0","1","0","0","1","4","0","4","0","0","4","0","0","2","0","0","3","0","2","0","4","0","4","0","0","2","2","0","5","0","0","4","0","0","4","0","0","4","0","4","0","4","0","4","0","0","4"
"209","43FSohCv","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","4","0","4","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","4","0","4","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","2","0","5","4","0","0","0","0","0"
"210","KCRVWP3V","0","1","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","3","3","0","0","0","2","0","0","2","0","0","0","2","0","0","0","4","0","0","0","0","2","4","0","0","0","4","0","0","4","0","0","0","2","0","0","0","3","0","0","0","0","4","5","0","0","0","4","0","0","4","0","0","0","4","0","0","0","3","0","0","0"
"211","V71wYp7f","0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","4","4","0","0","2","0","0","0","0","0","0","1","0","1","4","0","0","0","0","0","0","2","4","0","0","2","0","0","0","0","0","0","1","0","1","3","0","0","0","0","0","0","4","5","0","0","4","0","0","0","0","0","0","5","0","4","3","0","0","0","0"
"212","e0Ox2Zki","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","3","0","4","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","4","2","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","1","0","1","0","0","0","0","0","3","0","0","0","0","0","0"
"213","zUMEHU0T","1","0","1","0","0","1","1","0","1","1","0","1","0","0","1","0","0","0","0","1","0","3","0","2","0","0","2","1","0","1","2","0","1","0","0","3","0","0","0","0","2","0","2","0","2","0","0","4","5","0","3","1","0","1","0","0","2","0","0","0","0","1","0","3","0","4","0","0","3","5","0","4","3","0","3","0","0","4","0","0","0","0","3","0"
"214","qzyLxoDv","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","3","0","0","2","0","0","0"
"215","4FooLVdA","1","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","4","0","0","0","4","0","1","0","1","0","0","0","0","0","4","0","0","0","0","0","0","5","0","0","0","5","0","3","0","1","0","0","0","0","0","5","0","0","0","0","0","0","3","0","0","0","4","0","3","0","1","0","0","0","0","0","5","0","0","0","0","0","0"
"216","TX13uzNP","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","3","0","0","0","0","1","2","1","0","0","0","0","0","0","2","3","2","2","0","0","0","3","0","0","0","0","2","1","1","0","0","0","0","0","0","2","5","4","3","0","0","0","3","0","0","0","0","5","1","1","0"
"217","4l28pFDZ","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","3","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","2","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","0","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"218","oIWkwtmp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"219","hEtlYoSI","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","3","0","0","0","0","0","0","0","0"
"220","A9lQlDCU","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"221","caccZkiW","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222","CAMTXLcI","0","1","1","0","0","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","2","4","0","0","1","3","0","1","0","0","0","3","3","3","0","0","0","0","0","0","0","3","2","0","0","4","4","0","2","0","0","0","1","3","1","0","0","0","0","0","0","0","3","4","0","0","1","4","0","1","0","0","0","3","5","3","0","0","0","0","0","0"
"223","P2YjSmrf","1","0","0","1","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","4","0","0","5","5","0","1","0","0","0","0","0","5","0","3","0","0","0","0","0","0","3","0","0","5","2","0","3","0","0","0","0","0","2","0","4","0","0","0","0","0","0","3","0","0","3","2","0","3","0","0","0","0","0","2","0","3","0","0","0","0","0","0"
"224","x6nYxGSg","0","0","1","0","0","1","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","2","0","0","3","1","1","0","1","0","0","0","0","3","0","0","0","2","0","0","0","0","1","0","0","3","2","4","0","2","0","0","0","0","4","0","0","0","1","0","0","0","0","3","0","0","5","5","2","0","5","0","0","0","0","5","0","0","0","2","0","0"
"225","UzhGfUsQ","0","0","1","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","2","0","0","3","4","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","5","0","0","3","4","0","0","0","0","0","0","0","3","4","0","0","0","0","0"
"226","5SIkKh7B","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","3","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","3","0","0","0","4","0","0","0","0","0","2","0","0","0","0","0","0","0","4","0","0","4","0","0","0","5","0","0","0","0","0","4","0","0","0","0","0"
"227","8haohAMM","1","0","1","0","0","1","0","0","0","1","1","0","0","0","1","1","1","0","0","1","0","2","0","2","0","0","2","0","0","0","4","2","0","0","0","2","4","4","0","0","2","0","3","0","4","0","0","3","0","0","0","4","1","0","0","0","2","3","4","0","0","1","0","2","0","3","0","0","4","0","0","0","4","2","0","0","0","3","4","3","0","0","2","0"
"228","z06PaGdI","1","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","3","0","4","0","4","0","0","0","0","5","0","0","0","0","3","0","0","0","0","0","0","3","0","5","0","4","0","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","3","0","3","0","5","0","0","0","0","4","0","0","0","0","3","0","0","0","0","0","0"
"229","TfTWlyly","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"230","LTsFSgXU","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0"
"231","ubqcXIAG","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","4","2","0","0","1","0","1","0","0","0","0","0","0","0","1","0","2","0","0","0","0","3","1","0","0","3","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","2","1","0","0","4","0","1","0","0","0","0","0","0","0","1","0","2","0","0"
"232","YD7L1Z4s","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233","rKFvXzwD","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234","UE873hsu","1","0","1","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","2","0","2","0","0","3","3","0","0","2","0","2","0","0","0","1","0","0","0","0","0","2","0","2","0","0","3","3","0","0","1","0","2","0","0","0","3","0","0","0","0","0"
"235","uUfF5k9D","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","4","0","0","0","0","0","0","5","0","0","4","0","0","0","0","0","0","3","2","0","0","2","0","0","0","0","0","0","3","0","0","2","0","0","0","0","0","0","3","4","0","0","4","0","0","0","0","0","0","3","0","0","4","0"
"236","W5xsQvsR","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","ACOQdLLL","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","3","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","0","0","4","0","0","0","0","0","0","0"
"238","qy3XTb9e","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","3","0","0","2","0","0","0"
"239","UiH9lV6R","0","0","0","1","1","1","1","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","3","4","1","1","0","0","0","0","5","0","4","3","0","0","4","0","0","0","0","0","0","3","4","1","3","0","0","0","0","1","0","3","3","0","0","3","0","0","0","0","0","0","2","3","3","4","0","0","0","0","4","0","1","1","0","0","2","0","0","0"
"240","xsgA79mS","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","pWyS6Axh","1","0","1","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","1","1","1","3","0","2","0","0","0","4","0","1","0","0","0","0","5","3","3","0","0","4","2","4","4","0","4","0","0","0","4","0","2","0","0","0","0","4","3","2","0","0","2","2","3","3","0","4","0","0","0","3","0","5","0","0","0","0","4","3","4","0","0","2","4","3"
"242","fk2P5IrH","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","3","0","0","0","4","2","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","3","2","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","3","0","0","0","3","3","0","0","0","2","0","0","0"
"243","ZJArVjjz","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0"
"244","vj6NCeT3","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"245","mVd9npeZ","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","3","0","4","5","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","0","0","3","0","2","4","0","0","0","0","0","0","0","0","0","0","0","5","0","0","2","0","0","3","0","3","5","0","0","0"
"246","RTnxdyTH","0","0","1","0","0","1","1","1","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","4","0","0","0","3","3","0","2","0","0","2","3","0","0","3","0","0","0","0","0","0","4","0","0","1","3","1","0","1","0","0","3","1","0","0","3","0","0","0","0","0","0","3","0","0","1","3","1","0","4","0","0","1","4","0","0","5","0","0","0","0"
"247","JQvUGXNQ","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0"
"248","GJLHHDVD","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"249","KBDMYbyE","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","4","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","4","4","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"250","emVwBAHd","0","1","1","0","0","1","1","0","0","1","0","0","1","1","0","1","0","1","1","0","0","0","5","4","0","0","2","2","0","0","5","0","0","2","3","0","2","0","3","1","0","0","0","3","3","0","0","4","2","0","0","4","0","0","2","2","0","2","0","2","1","0","0","0","3","5","0","0","4","3","0","0","5","0","0","1","3","0","4","0","4","1","0","0"
"251","YGev6Lqe","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","4","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","4","0","0","2","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","4","3","0","0","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"252","B0UvZRmj","1","0","1","0","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","1","0","0","2","0","0","0","0","4","0","0","0","0","3","0","1","0","3","0","0","1","4","0","0","2","0","0","0","0","4","0","0","0","0","2","0","1","0","3","0","0","2","5","0","0","2","0","0","0","0","2","0","0","0","0","4","0"
"253","fDCFSzGs","0","0","0","0","0","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","3","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","1","2","0","2","0","0","0","0","0","0","0","0","0"
"254","Dvk6QYtY","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"255","ICD3ZUkk","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","4","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"256","GxI2Pm3G","1","1","1","0","1","1","1","0","1","1","0","0","0","0","0","1","0","1","1","1","0","5","1","5","0","5","1","2","0","1","2","0","0","0","0","0","5","0","3","5","4","0","2","2","4","0","4","4","3","0","2","2","0","0","0","0","0","3","0","2","1","2","0","2","4","3","0","1","2","2","0","4","5","0","0","0","0","0","4","0","5","3","3","0"
"257","PAc9c7AF","1","0","1","0","0","1","1","1","1","1","0","0","0","0","1","0","0","1","0","1","0","3","0","3","0","0","1","1","2","1","3","0","0","0","0","3","0","0","2","0","2","0","2","0","3","0","0","4","4","3","2","2","0","0","0","0","3","0","0","3","0","2","0","2","0","3","0","0","2","4","3","3","2","0","0","0","0","2","0","0","2","0","2","0"
"258","1RgtSFhN","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","0","0","1","0","1","0","3","0","0","0","3","2","1","0","1","3","0","0","0","0","0","0","0","4","0","3","0","4","0","0","0","2","2","3","0","1","1","0","0","0","0","0","0","0","2","0","3","0","4","0","0","0","4","4","4","0","3","4","0","0","0","0","0","0","0","4","0","4","0"
"259","EuoYHORK","1","1","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","4","5","1","0","4","0","0","1","0","0","0","0","0","5","0","0","0","5","0","0","0","4","4","1","0","4","0","0","4","0","0","0","0","0","4","0","0","0","3","0","0","0","5","3","1","0","3","0","0","4","0","0","0","0","0","4","0","0","0","3","0","0","0"
"260","CvX3BRGB","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"261","9nCRFlzC","1","0","1","0","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","1","0","2","0","4","0","2","3","2","0","2","1","0","2","0","0","0","0","0","0","0","2","0","3","0","4","0","4","2","4","0","1","1","0","2","0","0","0","0","0","0","0","1","0","3","0","2","0","4","3","5","0","2","1","0","4","0","0","0","0","0","0","0","3","0"
"262","eRzkB14y","1","0","1","1","0","1","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","2","0","1","3","0","2","3","0","0","0","0","0","0","4","0","0","2","4","0","0","0","1","0","4","2","0","4","4","0","0","0","0","0","0","4","0","0","1","3","0","0","0","2","0","4","1","0","3","4","0","0","0","0","0","0","4","0","0","1","4","0","0","0"
"263","JM7eyvqj","0","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","2","0","0","1","1","0","0","4","0","0","0","1","0","0","4","0","0","0","0","0","0","3","0","0","4","4","0","0","3","0","0","0","2","0","0","3","0","0","0","0","0","0","5","0","0","5","5","0","0","5","0","0","0","2","0","0","2","0","0","0","0"
"264","yovOD1xr","0","1","1","0","0","1","1","0","1","1","0","0","0","0","1","1","1","1","0","1","0","0","1","2","0","0","1","2","0","1","2","0","0","0","0","2","1","3","1","0","1","0","0","1","1","0","0","2","3","0","1","1","0","0","0","0","3","1","1","1","0","2","0","0","1","3","0","0","3","4","0","2","2","0","0","0","0","4","4","2","1","0","3","0"
"265","VTScGD13","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"266","tLYVLVC2","0","0","1","0","0","1","1","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","2","0","0","3","1","0","0","0","2","0","2","0","3","0","2","0","0","0","0","0","0","2","0","0","1","1","0","0","0","2","0","2","0","1","0","1","0","0","0","0","0","0","3","0","0","2","2","0","0","0","2","0","1","0","2","0","2","0","0","0","0"
"267","MhYKMC3f","1","1","1","1","0","1","1","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","3","4","0","1","1","0","1","0","0","2","0","0","1","0","0","0","3","0","0","2","2","3","4","0","4","4","0","1","0","0","1","0","0","3","0","0","0","2","0","0","4","1","3","3","0","4","5","0","3","0","0","2","0","0","5","0","0","0","3","0","0"
"268","1UXXjVZw","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","1"
"269","R6PEoK1P","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0"
"270","ZUAzyTHc","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0"
"271","8f1Y4bGs","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","3","2","0","1","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","3","2","0","3","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","0","0","3","3","0","3","0","0","0","0","0","0","0","0","3"
"272","Cv7SDXts","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"273","Cg1BItWy","0","0","1","0","0","1","0","1","1","0","0","1","0","1","1","0","0","1","0","0","0","0","0","4","0","0","4","0","3","3","0","0","5","0","5","4","0","0","5","0","0","0","0","0","3","0","0","2","0","5","1","0","0","1","0","5","4","0","0","3","0","0","0","0","0","4","0","0","2","0","4","4","0","0","5","0","3","4","0","0","4","0","0","0"
"274","mdZbYBkz","1","1","1","1","1","1","1","0","1","0","1","1","0","1","0","0","1","1","1","0","0","4","3","5","5","4","3","1","0","3","0","2","3","0","1","0","0","1","2","5","0","0","1","4","4","4","3","5","4","0","2","0","1","3","0","1","0","0","4","3","5","0","0","3","3","3","4","3","5","5","0","4","0","4","3","0","5","0","0","5","3","5","0","0"
"275","P68UCik5","1","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","3","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","2","0","1","0","2","0","0","0","0","2","4","0","1","0","0","0","0","1","2","0","0","3","0","1","0","2","0","0","0","0","3","4","0","2","0","0","0","0","2","2","0","0","3","0","2","0"
